epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,3095.42,0.74261,0.48794,1.06424,0.96147,0.97892,0.99074,0.96163,0.25554,0.22893,0.79782,0.008284,0.008284,0.008284
54,3153.4,0.7424,0.4935,1.07146,0.96297,0.97444,0.99053,0.96635,0.26492,0.23098,0.80494,0.008251,0.008251,0.008251
55,3211.86,0.73985,0.48496,1.06948,0.97478,0.95785,0.98872,0.96007,0.26457,0.23033,0.79865,0.008218,0.008218,0.008218
56,3270.01,0.72533,0.47126,1.05846,0.95631,0.97393,0.98984,0.96056,0.27312,0.24042,0.80458,0.008185,0.008185,0.008185
57,3328.05,0.72853,0.49651,1.06366,0.9629,0.97249,0.98991,0.96334,0.2751,0.23216,0.79421,0.008152,0.008152,0.008152
58,3386.26,0.74762,0.48336,1.06486,0.98532,0.95082,0.99116,0.96681,0.26603,0.23392,0.79825,0.008119,0.008119,0.008119
59,3444.52,0.73376,0.47521,1.05229,0.98304,0.95039,0.99099,0.96435,0.26339,0.2219,0.79645,0.008086,0.008086,0.008086
60,3502.72,0.73183,0.47389,1.06433,0.98288,0.94103,0.98952,0.96251,0.26109,0.23367,0.79806,0.008053,0.008053,0.008053
61,3560.81,0.73685,0.47986,1.06192,0.95788,0.97658,0.98796,0.95998,0.27121,0.23688,0.8039,0.00802,0.00802,0.00802
62,3619.05,0.72179,0.47474,1.05455,0.97882,0.97425,0.99083,0.96806,0.24564,0.20673,0.78599,0.007987,0.007987,0.007987
63,3677.3,0.73048,0.47202,1.06038,0.98797,0.9618,0.99135,0.96785,0.26331,0.22192,0.79235,0.007954,0.007954,0.007954
64,3735.32,0.72193,0.46995,1.05264,0.97397,0.96402,0.98901,0.96716,0.246,0.22408,0.78876,0.007921,0.007921,0.007921
65,3793.26,0.7264,0.47386,1.0589,0.9628,0.97892,0.99155,0.97181,0.2477,0.21567,0.78832,0.007888,0.007888,0.007888
66,3851.45,0.71468,0.49813,1.04602,0.96072,0.97377,0.99051,0.96624,0.27386,0.2262,0.79384,0.007855,0.007855,0.007855
67,3909.74,0.71678,0.49171,1.05457,0.98581,0.97626,0.99228,0.96771,0.25063,0.21284,0.79032,0.007822,0.007822,0.007822
68,3968.14,0.72052,0.45729,1.0524,0.97383,0.95855,0.98981,0.96283,0.25001,0.21862,0.79379,0.007789,0.007789,0.007789
69,4025.93,0.70863,0.45585,1.05146,0.98101,0.98126,0.99287,0.97513,0.2437,0.20552,0.78817,0.007756,0.007756,0.007756
70,4083.94,0.7076,0.45113,1.04594,0.96545,0.98155,0.98992,0.96941,0.24684,0.22031,0.79006,0.007723,0.007723,0.007723
71,4142.13,0.69441,0.43945,1.03856,0.96775,0.98373,0.99122,0.9713,0.24193,0.2104,0.78802,0.00769,0.00769,0.00769
72,4200.3,0.72424,0.46047,1.05392,0.97645,0.97096,0.99258,0.97087,0.25165,0.21321,0.79349,0.007657,0.007657,0.007657
73,4258.29,0.69974,0.45194,1.04488,0.97962,0.96487,0.99258,0.97176,0.24053,0.206,0.79053,0.007624,0.007624,0.007624
74,4316.14,0.70243,0.44385,1.04083,0.96873,0.98361,0.99051,0.96531,0.24619,0.2115,0.79263,0.007591,0.007591,0.007591
75,4374.32,0.70378,0.44835,1.06181,0.98796,0.96095,0.99251,0.97312,0.23489,0.20121,0.78967,0.007558,0.007558,0.007558
76,4432.36,0.71405,0.44667,1.04573,0.9812,0.9776,0.99258,0.97542,0.23767,0.21078,0.79266,0.007525,0.007525,0.007525
77,4490.64,0.68798,0.44316,1.03409,0.97502,0.96487,0.99151,0.96855,0.2405,0.2047,0.78526,0.007492,0.007492,0.007492
78,4548.49,0.69885,0.44093,1.05001,0.97898,0.98151,0.99115,0.96863,0.24551,0.20294,0.78497,0.007459,0.007459,0.007459
79,4606.85,0.70816,0.43552,1.04163,0.98073,0.95345,0.99162,0.97454,0.22748,0.20591,0.78539,0.007426,0.007426,0.007426
80,4665.08,0.68873,0.43295,1.03153,0.9656,0.98603,0.99239,0.97396,0.23136,0.19381,0.78087,0.007393,0.007393,0.007393
81,4723.31,0.67711,0.42507,1.02756,0.98584,0.9784,0.99272,0.97599,0.24318,0.20012,0.78812,0.00736,0.00736,0.00736
82,4781.4,0.67986,0.41977,1.03092,0.98119,0.97735,0.99161,0.97287,0.23315,0.1934,0.78424,0.007327,0.007327,0.007327
83,4839.61,0.67289,0.41927,1.03207,0.97676,0.98408,0.99217,0.97758,0.22457,0.18814,0.78059,0.007294,0.007294,0.007294
84,4897.97,0.67303,0.42634,1.02822,0.97495,0.98595,0.99139,0.97027,0.24251,0.19583,0.79069,0.007261,0.007261,0.007261
85,4956.28,0.69035,0.42835,1.03118,0.98116,0.97548,0.99243,0.97421,0.22439,0.19201,0.78646,0.007228,0.007228,0.007228
86,5014.7,0.67538,0.42343,1.02812,0.97956,0.97892,0.99264,0.97399,0.23081,0.19771,0.78266,0.007195,0.007195,0.007195
87,5073.03,0.68345,0.42465,1.02552,0.98364,0.98539,0.99308,0.97672,0.23143,0.19083,0.78828,0.007162,0.007162,0.007162
88,5131.23,0.67116,0.42453,1.03169,0.97623,0.98595,0.99268,0.97645,0.23094,0.18781,0.78592,0.007129,0.007129,0.007129
89,5189.35,0.67931,0.41997,1.02845,0.97096,0.98595,0.99151,0.97596,0.22695,0.18742,0.78101,0.007096,0.007096,0.007096
90,5247.29,0.66736,0.41604,1.01956,0.96557,0.98126,0.99085,0.97413,0.22344,0.19044,0.78127,0.007063,0.007063,0.007063
91,5305.65,0.66662,0.41472,1.03129,0.9723,0.98829,0.9901,0.97465,0.22609,0.1871,0.78528,0.00703,0.00703,0.00703
92,5363.72,0.6609,0.41503,1.0222,0.9813,0.98307,0.99186,0.97615,0.22014,0.18677,0.78,0.006997,0.006997,0.006997
93,5421.88,0.65507,0.40863,1.01838,0.98096,0.99063,0.99255,0.97883,0.22322,0.17992,0.77769,0.006964,0.006964,0.006964
94,5480.04,0.64515,0.39776,1.01535,0.97579,0.98126,0.99275,0.97924,0.21914,0.1833,0.78021,0.006931,0.006931,0.006931
95,5538.08,0.65968,0.4104,1.01613,0.97677,0.98494,0.9923,0.97275,0.22568,0.18669,0.78051,0.006898,0.006898,0.006898
96,5596.23,0.66328,0.41482,1.01187,0.98072,0.96956,0.99292,0.97662,0.22334,0.1951,0.78441,0.006865,0.006865,0.006865
97,5654.19,0.64693,0.39739,1.02206,0.98458,0.97658,0.9932,0.97867,0.2206,0.18453,0.78193,0.006832,0.006832,0.006832
98,5712.17,0.6544,0.41414,1.01498,0.98125,0.98041,0.99266,0.97668,0.21874,0.17977,0.78098,0.006799,0.006799,0.006799
99,5770.34,0.6502,0.4005,1.01273,0.98576,0.97276,0.99213,0.97567,0.22351,0.18646,0.78277,0.006766,0.006766,0.006766
100,5828.49,0.66709,0.40527,1.02313,0.9812,0.9719,0.99217,0.97832,0.22214,0.18664,0.77779,0.006733,0.006733,0.006733
101,5886.62,0.64495,0.40736,1.01286,0.97433,0.97767,0.99234,0.97379,0.22371,0.19477,0.78234,0.0067,0.0067,0.0067
102,5944.53,0.65586,0.4055,1.01312,0.98272,0.97892,0.99214,0.97569,0.21636,0.18709,0.78304,0.006667,0.006667,0.006667
103,6002.83,0.65729,0.39868,1.01648,0.98522,0.9719,0.99208,0.97849,0.21681,0.1894,0.77424,0.006634,0.006634,0.006634
104,6060.93,0.65101,0.39514,1.01853,0.98349,0.9765,0.99029,0.97529,0.21478,0.18255,0.78082,0.006601,0.006601,0.006601
105,6119.29,0.65402,0.40473,1.01261,0.98474,0.97658,0.99292,0.97884,0.21226,0.18076,0.77924,0.006568,0.006568,0.006568
106,6177.23,0.63715,0.39432,1.01105,0.98599,0.98882,0.99379,0.97843,0.2105,0.16798,0.77737,0.006535,0.006535,0.006535
107,6235.26,0.64514,0.39345,1.01348,0.98097,0.98126,0.99241,0.9783,0.2148,0.18409,0.77667,0.006502,0.006502,0.006502
108,6293.34,0.63498,0.38894,1.00651,0.98392,0.97892,0.99185,0.97989,0.20486,0.16821,0.7738,0.006469,0.006469,0.006469
109,6351.36,0.64937,0.38758,1.0113,0.97891,0.97853,0.99228,0.97726,0.20752,0.17598,0.77516,0.006436,0.006436,0.006436
110,6409.48,0.62943,0.39226,1.00339,0.98122,0.97898,0.99353,0.97818,0.21008,0.16778,0.77459,0.006403,0.006403,0.006403
111,6467.45,0.64944,0.39569,1.01071,0.97323,0.99297,0.99292,0.98104,0.20665,0.17174,0.77355,0.00637,0.00637,0.00637
112,6525.67,0.63833,0.38596,1.00948,0.97105,0.98829,0.99248,0.97901,0.20434,0.17144,0.77288,0.006337,0.006337,0.006337
113,6583.95,0.64329,0.39203,1.01142,0.98583,0.97793,0.99329,0.97986,0.20725,0.17292,0.77579,0.006304,0.006304,0.006304
114,6641.86,0.63943,0.39251,1.01162,0.98594,0.98557,0.99373,0.97956,0.2041,0.16465,0.77235,0.006271,0.006271,0.006271
115,6700.13,0.64779,0.39097,1.01543,0.98127,0.98149,0.99348,0.9793,0.19999,0.16563,0.76973,0.006238,0.006238,0.006238
116,6758.46,0.63507,0.38735,1.00645,0.98586,0.97968,0.99343,0.98002,0.2151,0.16682,0.77524,0.006205,0.006205,0.006205
117,6816.84,0.61273,0.38005,0.99477,0.98357,0.98121,0.99335,0.98157,0.20936,0.16708,0.77764,0.006172,0.006172,0.006172
118,6874.82,0.63331,0.38327,1.00774,0.98575,0.98361,0.99285,0.98207,0.19576,0.16112,0.76911,0.006139,0.006139,0.006139
119,6932.92,0.63609,0.38818,1.01486,0.98341,0.98595,0.99364,0.97841,0.21119,0.16447,0.77515,0.006106,0.006106,0.006106
120,6991.15,0.61811,0.37832,0.99846,0.98363,0.98499,0.99321,0.98292,0.19758,0.15859,0.77145,0.006073,0.006073,0.006073
121,7049.49,0.62506,0.38089,1.0008,0.98138,0.98721,0.99239,0.98143,0.19585,0.16016,0.77316,0.00604,0.00604,0.00604
122,7107.71,0.62915,0.38184,0.9975,0.9859,0.98227,0.99328,0.98036,0.19615,0.16172,0.77223,0.006007,0.006007,0.006007
123,7165.45,0.61516,0.37479,1.00345,0.98826,0.98548,0.99345,0.98289,0.20053,0.15716,0.77294,0.005974,0.005974,0.005974
124,7223.51,0.62518,0.38147,1.00362,0.98355,0.97994,0.9933,0.98193,0.20294,0.16249,0.77272,0.005941,0.005941,0.005941
125,7281.65,0.63582,0.38276,1.00347,0.9659,0.99532,0.99166,0.97992,0.19835,0.16775,0.77196,0.005908,0.005908,0.005908
126,7339.77,0.62596,0.37515,0.99966,0.97245,0.9918,0.99178,0.98063,0.19349,0.1577,0.7675,0.005875,0.005875,0.005875
127,7397.74,0.61986,0.37718,0.99451,0.97024,0.99243,0.99334,0.98154,0.19255,0.1532,0.76644,0.005842,0.005842,0.005842
128,7456.01,0.6294,0.52314,0.98677,0.98444,0.98595,0.99288,0.98159,0.19852,0.16414,0.76937,0.005809,0.005809,0.005809
129,7514.38,0.62523,0.37116,0.9955,0.97983,0.98595,0.99323,0.98363,0.18752,0.15922,0.76764,0.005776,0.005776,0.005776
130,7572.28,0.6267,0.3718,1.01452,0.97464,0.99004,0.9931,0.98226,0.18638,0.1564,0.76698,0.005743,0.005743,0.005743
131,7630.36,0.62803,0.37527,0.99926,0.98363,0.98491,0.99277,0.98157,0.19218,0.156,0.76788,0.00571,0.00571,0.00571
132,7688.38,0.61064,0.36803,0.99607,0.98363,0.98504,0.99373,0.98336,0.18712,0.15452,0.76846,0.005677,0.005677,0.005677
133,7746.79,0.62666,0.37816,0.99618,0.99012,0.98829,0.99355,0.98494,0.18416,0.15059,0.76668,0.005644,0.005644,0.005644
134,7805.01,0.60252,0.36772,0.98487,0.99208,0.96956,0.99328,0.98314,0.1844,0.15638,0.76953,0.005611,0.005611,0.005611
135,7862.95,0.60438,0.37123,0.98981,0.9916,0.97658,0.99325,0.98294,0.18677,0.15532,0.76913,0.005578,0.005578,0.005578
136,7921.23,0.60092,0.36963,0.98932,0.99061,0.97892,0.99382,0.98216,0.19461,0.15768,0.77032,0.005545,0.005545,0.005545
137,7979.67,0.61278,0.36802,0.99083,0.98601,0.99048,0.99398,0.98594,0.19082,0.15491,0.77229,0.005512,0.005512,0.005512
138,8037.95,0.60612,0.3677,0.99007,0.99148,0.97892,0.99228,0.98382,0.188,0.15589,0.76794,0.005479,0.005479,0.005479
139,8095.93,0.60058,0.35669,0.99036,0.97994,0.98595,0.99243,0.9843,0.18213,0.15351,0.76632,0.005446,0.005446,0.005446
140,8153.83,0.59978,0.36278,0.98635,0.98054,0.99063,0.99383,0.98505,0.18185,0.15051,0.76441,0.005413,0.005413,0.005413
141,8211.95,0.60503,0.36007,0.98713,0.98203,0.98829,0.99412,0.98601,0.18953,0.15017,0.76623,0.00538,0.00538,0.00538
142,8270.15,0.61866,0.37227,0.99447,0.98858,0.98126,0.99422,0.98574,0.19359,0.15575,0.76913,0.005347,0.005347,0.005347
143,8328.29,0.60097,0.3584,0.98671,0.9859,0.98361,0.99293,0.98474,0.18774,0.15745,0.7706,0.005314,0.005314,0.005314
144,8386.08,0.61046,0.36571,0.9905,0.98051,0.99297,0.99424,0.98513,0.18679,0.15268,0.76866,0.005281,0.005281,0.005281
145,8444.22,0.61423,0.3716,0.99954,0.99511,0.98361,0.99453,0.98654,0.19427,0.15033,0.76896,0.005248,0.005248,0.005248
146,8502.49,0.59474,0.35599,0.97992,0.99292,0.98568,0.99408,0.98554,0.18838,0.14988,0.76714,0.005215,0.005215,0.005215
147,8560.58,0.59524,0.35518,0.98579,0.99064,0.99124,0.99406,0.98627,0.18301,0.15121,0.76869,0.005182,0.005182,0.005182
148,8618.7,0.61076,0.3733,0.994,0.99122,0.98829,0.99397,0.98606,0.18445,0.14989,0.76786,0.005149,0.005149,0.005149
149,8676.93,0.5974,0.35723,0.987,0.99001,0.98829,0.99465,0.98661,0.18457,0.14704,0.76359,0.005116,0.005116,0.005116
150,8735.26,0.60037,0.35624,0.98343,0.98654,0.98829,0.99474,0.98711,0.18504,0.14293,0.76327,0.005083,0.005083,0.005083
151,8793.41,0.59776,0.35237,0.98715,0.98823,0.98307,0.99374,0.98519,0.18838,0.15064,0.7685,0.00505,0.00505,0.00505
152,8851.59,0.60866,0.35541,0.99166,0.99062,0.98918,0.9936,0.98428,0.19207,0.14928,0.76949,0.005017,0.005017,0.005017
153,8909.91,0.57526,0.3485,0.97405,0.98566,0.98829,0.99407,0.98588,0.18633,0.14871,0.76732,0.004984,0.004984,0.004984
154,8968.19,0.59339,0.35961,0.98058,0.9943,0.98595,0.99405,0.98706,0.17627,0.14062,0.76238,0.004951,0.004951,0.004951
155,9026.45,0.58474,0.34326,0.97974,0.98836,0.99408,0.99426,0.98656,0.1776,0.13759,0.76442,0.004918,0.004918,0.004918
156,9084.39,0.59088,0.34816,0.98292,0.99088,0.98361,0.99436,0.98693,0.17756,0.14484,0.76487,0.004885,0.004885,0.004885
157,9142.77,0.58717,0.35348,0.98293,0.98836,0.99453,0.99421,0.98574,0.18046,0.14626,0.76451,0.004852,0.004852,0.004852
158,9200.95,0.59295,0.35803,0.98418,0.98833,0.99207,0.99426,0.98654,0.17778,0.14176,0.76303,0.004819,0.004819,0.004819
159,9259.29,0.58543,0.34984,0.97857,0.9865,0.99063,0.99405,0.98719,0.17966,0.14561,0.76344,0.004786,0.004786,0.004786
160,9317.21,0.59529,0.36484,0.99812,0.97252,0.9947,0.99398,0.98644,0.17638,0.14386,0.7608,0.004753,0.004753,0.004753
161,9375.3,0.57406,0.3441,0.97419,0.98581,0.99297,0.99443,0.988,0.17619,0.13897,0.7629,0.00472,0.00472,0.00472
162,9433.37,0.58243,0.34762,0.98122,0.98918,0.98829,0.99442,0.98762,0.17933,0.14071,0.7629,0.004687,0.004687,0.004687
163,9491.72,0.59324,0.3527,0.98265,0.98745,0.98595,0.99393,0.98602,0.17893,0.14252,0.76356,0.004654,0.004654,0.004654
164,9549.88,0.57804,0.34103,0.97481,0.98217,0.99532,0.99343,0.98586,0.17999,0.14054,0.7643,0.004621,0.004621,0.004621
165,9607.86,0.56843,0.33808,0.96922,0.98839,0.9965,0.99362,0.98623,0.17886,0.13557,0.76391,0.004588,0.004588,0.004588
166,9666.21,0.57548,0.34331,0.96843,0.98814,0.99297,0.99428,0.98474,0.18083,0.13789,0.7651,0.004555,0.004555,0.004555
167,9724.44,0.57967,0.34673,0.97597,0.98379,0.99513,0.99425,0.98677,0.17727,0.13429,0.76324,0.004522,0.004522,0.004522
168,9782.56,0.56233,0.34402,0.97212,0.97863,0.99063,0.99393,0.98622,0.17935,0.14512,0.76435,0.004489,0.004489,0.004489
169,9840.75,0.57101,0.33635,0.97113,0.98604,0.99244,0.99404,0.98712,0.17489,0.13461,0.76282,0.004456,0.004456,0.004456
170,9898.91,0.57556,0.33935,0.97963,0.98801,0.99297,0.99417,0.98696,0.17755,0.13553,0.76217,0.004423,0.004423,0.004423
171,9957.26,0.56967,0.33875,0.96923,0.99064,0.99101,0.99421,0.98719,0.17525,0.13522,0.76343,0.00439,0.00439,0.00439
172,10015.3,0.56406,0.33805,0.96486,0.98603,0.99297,0.99403,0.98601,0.17482,0.13765,0.76288,0.004357,0.004357,0.004357
173,10073.5,0.56192,0.33308,0.96696,0.9824,0.98829,0.9938,0.98711,0.17818,0.14141,0.76449,0.004324,0.004324,0.004324
174,10131.8,0.56502,0.33365,0.96388,0.98793,0.98829,0.99433,0.9885,0.17231,0.13985,0.76289,0.004291,0.004291,0.004291
175,10190,0.55243,0.33225,0.96663,0.99063,0.9899,0.99445,0.98829,0.17462,0.13682,0.76341,0.004258,0.004258,0.004258
176,10248.1,0.57142,0.33384,0.9739,0.99297,0.99239,0.99453,0.98832,0.17124,0.13332,0.76182,0.004225,0.004225,0.004225
177,10306.2,0.55876,0.33131,0.9644,0.99485,0.99297,0.99396,0.98768,0.17249,0.13385,0.76201,0.004192,0.004192,0.004192
178,10364.2,0.56049,0.33193,0.96514,0.99523,0.99063,0.99417,0.98796,0.17463,0.13842,0.76366,0.004159,0.004159,0.004159
179,10422.3,0.5589,0.50197,0.96816,0.98833,0.99169,0.9941,0.98714,0.17474,0.13651,0.76401,0.004126,0.004126,0.004126
180,10480.5,0.56261,0.33496,0.97143,0.98982,0.99532,0.99417,0.9869,0.17746,0.13936,0.76474,0.004093,0.004093,0.004093
181,10538.5,0.56152,0.3321,0.97149,0.99298,0.99338,0.99441,0.9868,0.17454,0.13594,0.76285,0.00406,0.00406,0.00406
182,10596.5,0.54739,0.33111,0.96763,0.9953,0.99225,0.99366,0.98697,0.17222,0.13056,0.76153,0.004027,0.004027,0.004027
183,10654.8,0.56626,0.33383,0.96618,0.99177,0.99297,0.99358,0.98703,0.16999,0.13084,0.76227,0.003994,0.003994,0.003994
184,10712.9,0.55884,0.32996,0.9732,0.99217,0.99766,0.99412,0.98708,0.1693,0.13252,0.76066,0.003961,0.003961,0.003961
185,10771.2,0.54733,0.32563,0.95927,0.98959,0.99532,0.99431,0.98963,0.16687,0.12974,0.75783,0.003928,0.003928,0.003928
186,10829.5,0.54064,0.3237,0.9634,0.98998,0.99532,0.99417,0.98868,0.17006,0.13765,0.76083,0.003895,0.003895,0.003895
187,10887.8,0.54553,0.32728,0.96114,0.99,0.99532,0.99411,0.988,0.17196,0.13721,0.76094,0.003862,0.003862,0.003862
188,10945.9,0.55175,0.32319,0.96278,0.99298,0.99411,0.99457,0.98842,0.16907,0.13683,0.7602,0.003829,0.003829,0.003829
189,11003.8,0.5415,0.31974,0.96066,0.98833,0.99191,0.99462,0.99008,0.16944,0.13829,0.76094,0.003796,0.003796,0.003796
190,11062.1,0.55554,0.32644,0.96357,0.99297,0.9927,0.99467,0.98885,0.17085,0.13753,0.76121,0.003763,0.003763,0.003763
191,11120.5,0.55673,0.32422,0.95779,0.99296,0.99159,0.99469,0.98838,0.1719,0.1384,0.76095,0.00373,0.00373,0.00373
